name,solsource,donor,nvars,ncons,nbinvars,nintvars,nsemi,nnlvars,nnlbinvars,nnlintvars,nnlsemi,nboundedvars,nsingleboundedvars,nsos1,nsos2,objsense,nobjnz,nobjnlnz,njacobiannz,njacobiannlnz,nlaghessiannz,nlaghessiandiagnz,nobjquadnz,nobjquaddiagnz,nobjquadnegev,nobjquadposev,objtype,objcurvature,conscurvature,nconvexnlcons,nconcavenlcons,nindefinitenlcons,nlincons,nquadcons,ndiagquadcons,nlaghessianblocks,laghessianminblocksize,laghessianmaxblocksize,laghessianavgblocksize,solobjvalue,solinfeasibility,probtype,nlinfunc,nquadfunc,nnlfunc,nz,nlnz,ncontvars,convex,density,nldensity,objquaddensity,objquadproblevfrac
QPLIB_3338,Solution found by ANTIGONE,Ruth Misener,320,136,0,0,0,216,0,0,0,216,0,0,0,min,39,0,2245,1395,1350,0,0,0,0,0,linear,linear,indefinite,0,0,110,26,110,0,9,24,24,24.0,662.8070384,1.455191523e-11,LCQ,27,110,110,2284,1395,320,False,0.0520985401459854,0.058712121212121215,0.0,0.0
QPLIB_3347,Solution submitted by Gioni Mexi.,Ruth Misener,676,52,676,0,0,676,676,0,0,0,0,0,0,min,676,676,1352,0,392080,520,196300,520,350,326,quadratic,indefinite,linear,0,0,0,52,0,0,1,676,676,676.0,3818879.0,0.0,QBL,52,1,1,2028,676,0,False,0.05660377358490566,1.0,0.8579881656804734,0.5177514792899408
QPLIB_3358,Solution found by ANTIGONE,Ruth Misener,158,172,0,0,0,68,0,0,0,68,0,0,0,min,1,0,617,212,212,10,0,0,0,0,linear,linear,indefinite,0,0,106,66,106,5,11,1,14,6.181818,2.848720213,5.581743956e-10,LCQ,67,106,106,618,212,158,False,0.022609204653545035,0.029411764705882353,0.0,0.0
QPLIB_3361,Solution found by LOCALSOLVER,Ruth Misener,1024,64,1024,0,0,960,960,0,0,0,0,0,0,min,960,960,2048,0,327360,0,163680,0,290,327,quadratic,indefinite,linear,0,0,0,64,0,0,1,960,960,960.0,88700.0,0.0,QBL,64,1,1,3008,960,0,False,0.04519230769230769,1.0,0.35520833333333335,0.283203125
QPLIB_3369,Solution found by ANTIGONE,Ruth Misener,485,148,0,0,0,325,0,0,0,325,0,0,0,min,96,0,3102,1924,1872,0,0,0,0,0,linear,linear,indefinite,0,0,116,32,116,0,13,25,25,25.0,583.5215161,5.820766091e-11,LCQ,33,116,116,3198,1924,485,False,0.04425378814087041,0.05103448275862069,0.0,0.0
QPLIB_3380,Solution found by SCIP,Ruth Misener,8904,823,8904,0,0,8904,8904,0,0,0,0,0,0,min,8904,8904,72965,0,26710,8904,17807,8904,303,8601,quadratic,indefinite,linear,0,0,0,823,0,0,1,8904,8904,8904.0,56161.9323,0.0,QBL,823,1,1,81869,8904,0,False,0.01115853352698471,1.0,0.0003369019970632136,0.034029649595687335
QPLIB_3385,Solution found by SCIP,Ruth Misener,155,137,0,0,0,40,0,0,0,40,0,0,0,min,5,0,559,120,120,0,0,0,0,0,linear,linear,indefinite,0,0,60,77,60,0,5,8,8,8.0,586.6800191,3.637978807e-12,LCQ,78,60,60,564,120,155,False,0.026367461430575036,0.05,0.0,0.0
QPLIB_3387,Solution found by SCIP,Ruth Misener,170,83,0,0,0,80,0,0,0,80,0,0,0,min,36,0,1062,460,440,0,0,0,0,0,linear,linear,indefinite,0,0,65,18,65,0,4,20,20,20.0,403.1959738,3.637978807e-12,LCQ,19,65,65,1098,460,170,False,0.07689075630252101,0.08846153846153847,0.0,0.0
QPLIB_3402,Solution found by BARON,Ruth Misener,144,24,144,0,0,144,144,0,0,0,0,0,0,min,144,144,288,0,16896,0,8448,0,68,76,quadratic,indefinite,linear,0,0,0,24,0,0,1,144,144,144.0,224416.0,0.0,QBL,24,1,1,432,144,0,False,0.12,1.0,0.8148148148148148,0.4722222222222222
QPLIB_3413,Solution found by CPLEX,Ruth Misener,400,40,400,0,0,400,400,0,0,0,0,0,0,min,400,400,800,0,14440,0,7220,0,180,180,quadratic,indefinite,linear,0,0,0,40,0,0,1,400,400,400.0,2192.0,0.0,QBL,40,1,1,1200,400,0,False,0.07317073170731707,1.0,0.09025,0.45
QPLIB_3416,Solution found by ANTIGONE,Ruth Misener,424,128,0,0,0,200,0,0,0,200,0,0,0,min,80,0,2640,1184,1152,0,0,0,0,0,linear,linear,indefinite,0,0,96,32,96,0,8,25,25,25.0,556.6751626,2.910383046e-11,LCQ,33,96,96,2720,1184,424,False,0.049729413485446836,0.06166666666666667,0.0,0.0
QPLIB_3496,Solution found by SCIP,Stefan Vigerske,328,687,200,56,0,208,144,56,0,56,8,0,0,min,32,0,3947,678,400,0,0,0,0,0,linear,linear,indefinite,0,0,64,623,64,0,8,26,26,26.0,191.7295481,4.547473509e-13,LGQ,624,64,64,3979,678,72,False,0.017632409245604084,0.050931490384615384,0.0,0.0
QPLIB_3502,,Stefan Vigerske,13010,3339,10920,0,0,12906,10816,0,0,0,2090,0,0,min,1,0,67868,44884,25792,0,0,0,0,0,linear,linear,indefinite,0,0,3130,209,3130,0,10,209,11025,1290.6,,,LMQ,210,3130,3130,67869,44884,2090,False,0.0015618800830314774,0.0011111061600989015,0.0,0.0
QPLIB_3505,Solution found by SCIP,Stefan Vigerske,804,607,201,0,0,402,0,0,0,0,2,0,0,min,201,0,82010,402,402,402,0,0,0,0,linear,linear,indefinite,0,0,2,605,2,2,402,1,1,1.0,-1.127284376,1.110223025e-16,LMQ,606,2,2,82211,402,603,False,0.16817843349044254,0.5,0.0,0.0
QPLIB_3506,Solution found by BARON,Stefan Vigerske,496,0,496,0,0,496,496,0,0,0,0,0,0,max,496,496,0,0,1920,0,960,0,240,240,quadratic,indefinite,linear,0,0,0,0,0,0,1,496,496,496.0,478.0,0.0,QBN,0,1,1,496,496,0,False,1.0,1.0,0.007804370447450572,0.4838709677419355
QPLIB_3508,Solution found by BARON,Stefan Vigerske,3341,1431,2450,0,0,3292,2401,0,0,0,891,0,0,min,1,0,19499,14109,6566,0,0,0,0,0,linear,linear,indefinite,0,0,1332,99,1332,0,9,99,2500,365.777778,-1.151205516,6.661338148e-16,LMQ,100,1332,1332,19500,14109,891,False,0.004075821142099428,0.003217600954538986,0.0,0.0
QPLIB_3510,Solution found by ANTIGONE,Stefan Vigerske,1024,4589,105,0,0,19,0,0,0,19,0,0,0,max,189,0,11533,42,42,0,0,0,0,0,linear,linear,indefinite,0,0,21,4568,21,0,4,4,5,4.75,113658343.3,4.91127139e-11,LMQ,4569,21,21,11722,42,919,False,0.0024939576525054466,0.10526315789473684,0.0,0.0
QPLIB_3511,Solution found by BARON,Stefan Vigerske,5742,6233,2450,0,0,891,0,0,0,0,891,0,0,min,1,0,26702,9307,1764,0,0,0,0,0,linear,linear,indefinite,0,0,1283,4950,1283,0,9,99,99,99.0,-1.140252838,1.33226763e-15,LMQ,4951,1283,1283,26703,9307,3292,False,0.0007459849565986103,0.008141517364692215,0.0,0.0
QPLIB_3512,Solution found by BARON,Stefan Vigerske,191,427,72,0,0,76,0,0,0,76,0,0,0,max,142,0,1271,256,208,0,0,0,0,0,linear,linear,indefinite,0,0,24,403,24,0,12,3,8,6.333333,45.29656579,1.110223025e-15,LMQ,404,24,24,1413,256,119,False,0.01728482654009884,0.14035087719298245,0.0,0.0
QPLIB_3513,Solution found by SCIP,Stefan Vigerske,2020,3332,123,0,0,1376,0,0,0,504,872,0,0,max,228,0,25084,2902,2902,0,0,0,0,0,linear,linear,indefinite,0,0,763,2569,763,0,138,2,22,9.971014,85.44891308,1.136868377e-13,LMQ,2570,763,763,25312,2902,1897,False,0.0037595838791799974,0.0027641043616080953,0.0,0.0
QPLIB_3514,Solution found by SCIP,Stefan Vigerske,1815,1860,15,0,0,1815,15,0,0,0,1800,0,0,min,915,0,5400,2700,2700,900,0,0,0,0,linear,linear,indefinite,0,0,900,960,900,0,915,1,61,1.983607,366.6218167,2.220446049e-16,LMQ,961,900,900,6315,2700,1800,False,0.0018696071160533081,0.001652892561983471,0.0,0.0
QPLIB_3515,Solution found by ANTIGONE,Stefan Vigerske,734,768,352,0,0,270,0,0,0,270,0,0,0,min,689,0,4802,2070,1350,0,0,0,0,0,linear,linear,indefinite,0,0,48,720,48,0,15,18,18,18.0,950960.1503,1.455191523e-11,LMQ,721,48,48,5491,2070,382,False,0.009728122796511978,0.1597222222222222,0.0,0.0
QPLIB_3522,Solution found by ALPHAECP,Stefan Vigerske,630,254,42,0,0,588,0,0,0,0,588,0,0,min,42,0,2310,588,1092,0,0,0,0,0,linear,linear,indefinite,0,0,42,212,42,0,42,14,14,14.0,84.91792756,2.546585165e-11,LMQ,213,42,42,2352,588,588,False,0.014640522875816993,0.023809523809523808,0.0,0.0
QPLIB_3523,Solution found by SCIP,Stefan Vigerske,182,1456,155,0,0,182,155,0,0,27,0,0,0,min,182,182,4368,0,4368,0,2184,0,91,91,quadratic,indefinite,linear,0,0,0,1456,0,0,1,182,182,182.0,-615.0,0.0,QML,1456,1,1,4550,182,27,False,0.017158544955387784,1.0,0.13186813186813187,0.5
QPLIB_3524,Solution found by ANTIGONE,Stefan Vigerske,1081,3357,132,0,0,144,0,0,0,144,0,0,0,max,154,0,10319,384,384,0,0,0,0,0,linear,linear,indefinite,0,0,192,3165,192,0,24,5,7,6.0,4683.868286,1.705302566e-13,LMQ,3166,192,192,10473,384,949,False,0.0028851255565430062,0.013888888888888888,0.0,0.0
QPLIB_3525,Solution found by GUROBI,Stefan Vigerske,1749,91,0,1662,0,1662,0,1662,0,1662,0,0,0,min,1662,1662,11765,7160,1662,0,831,0,831,831,quadratic,indefinite,indefinite,0,0,39,52,39,0,831,2,2,2.0,4028.339882,6.217248938e-14,QGQ,52,40,40,13427,8822,87,False,0.08344519849852089,0.13270156438026473,0.0006016847172081829,0.4751286449399657
QPLIB_3529,Solution found by SCIP,Stefan Vigerske,1526,2124,38,0,0,400,0,0,0,400,0,0,0,min,157,0,6168,1088,1088,0,0,0,0,0,linear,linear,indefinite,0,0,544,1580,544,0,64,4,9,6.25,-46376.205,2.579554348e-10,LMQ,1581,544,544,6325,1088,1488,False,0.0019505049726312544,0.005,0.0,0.0
QPLIB_3533,Solution found by LINDO,Stefan Vigerske,383,201,240,0,0,43,0,0,0,4,0,0,0,min,25,0,1487,111,172,0,0,0,0,0,linear,linear,indefinite,0,0,25,176,25,0,1,43,43,43.0,484.3286442,8.881784197e-15,LMQ,177,25,25,1512,111,143,False,0.019543468707184035,0.10325581395348837,0.0,0.0
QPLIB_3547,Solution found by SCIP,Stefan Vigerske,1998,3137,462,0,0,6,0,0,0,0,6,0,0,min,12,6,8556,0,6,6,6,6,0,6,quadratic,convex,linear,0,0,0,3137,0,0,6,1,1,1.0,-0.56000837,0.0,DML,3137,1,1,8568,6,1536,True,0.001366567332150506,1.0,0.16666666666666666,0.0
QPLIB_3549,Solution found by BARON,Stefan Vigerske,1683,1909,650,0,0,408,0,0,0,0,408,0,0,min,1,0,8640,3990,800,0,0,0,0,0,linear,linear,indefinite,0,0,583,1326,583,0,8,51,51,51.0,-1.111602303,6.965782118e-15,LMQ,1327,583,583,8641,3990,1033,False,0.0026881068149931715,0.016774291191605287,0.0,0.0
QPLIB_3554,Solution found by SCIP,Stefan Vigerske,384,556,14,0,0,185,0,0,0,0,0,0,0,min,185,185,1124,0,34225,185,17205,185,46,139,quadratic,indefinite,linear,0,0,0,556,0,0,1,185,185,185.0,424.5441036,8.881784197e-16,QML,556,1,1,1309,185,370,False,0.006120025433871933,1.0,1.0,0.11979166666666667
QPLIB_3562,Solution found by ANTIGONE,Stefan Vigerske,63,42,7,56,0,56,0,56,0,56,0,0,0,min,14,0,273,98,98,0,0,0,0,0,linear,linear,indefinite,0,0,7,35,7,0,7,8,8,8.0,15.0,0.0,LIQ,36,7,7,287,98,0,False,0.10594315245478036,0.25,0.0,0.0
QPLIB_3565,Solution found by BARON,Stefan Vigerske,276,0,276,0,0,276,276,0,0,0,0,0,0,max,276,276,0,0,1056,0,528,0,132,132,quadratic,indefinite,linear,0,0,0,0,0,0,1,276,276,276.0,282.0,0.0,QBN,0,1,1,276,276,0,False,1.0,1.0,0.013862633900441084,0.4782608695652174
QPLIB_3580,Solution found by LINDO,Stefan Vigerske,132,63,108,0,0,42,18,0,0,0,24,0,0,min,114,0,306,54,108,0,0,0,0,0,linear,linear,indefinite,0,0,18,45,18,0,6,7,7,7.0,539635.469,9.091467579e-10,LMQ,46,18,18,420,54,24,False,0.04971590909090909,0.07142857142857142,0.0,0.0
QPLIB_3582,Solution found by ALPHAECP,Stefan Vigerske,216,84,184,0,0,56,24,0,0,0,32,0,0,min,192,0,488,72,144,0,0,0,0,0,linear,linear,indefinite,0,0,24,60,24,0,8,7,7,7.0,469654.8988,5.551115123e-17,LMQ,61,24,24,680,72,32,False,0.037037037037037035,0.05357142857142857,0.0,0.0
QPLIB_3584,Solution submitted by Gioni Mexi.,Stefan Vigerske,528,10912,528,0,0,528,528,0,0,0,0,0,0,min,528,528,32736,0,22382,0,11191,0,232,296,quadratic,indefinite,linear,0,0,0,10912,0,0,1,528,528,528.0,-25386.0,0.0,QBL,10912,1,1,33264,528,0,False,0.005772931366260423,1.0,0.08028437786960514,0.4393939393939394
QPLIB_3587,Solution found by BARON,Stefan Vigerske,240,46,240,0,0,240,240,0,0,0,0,0,0,min,240,240,480,0,7296,0,3648,0,120,120,quadratic,indefinite,linear,0,0,0,46,0,0,1,240,240,240.0,15595.0,0.0,QBL,46,1,1,720,240,0,False,0.06382978723404255,1.0,0.12666666666666668,0.5
QPLIB_3588,Solution found by BARON,Stefan Vigerske,992,633,600,0,0,968,576,0,0,0,392,0,0,min,1,0,6360,4944,1920,0,0,0,0,0,linear,linear,indefinite,0,0,584,49,584,0,8,49,625,121.0,-1.129530785,4.440892099e-16,LMQ,50,584,584,6361,4944,392,False,0.010114035310878193,0.008745613042001586,0.0,0.0
QPLIB_3592,Solution found by LOCALSOLVER,Stefan Vigerske,450,255,225,0,0,450,225,0,0,0,0,0,0,min,450,450,43523,0,450,0,225,0,225,225,quadratic,indefinite,linear,0,0,0,255,0,0,225,2,2,2.0,388214.0,0.0,QML,255,1,1,43973,450,225,False,0.38171006944444447,1.0,0.0022222222222222222,0.5
QPLIB_3596,Solution found by SCIP,Stefan Vigerske,1025,1186,104,0,0,214,0,0,0,214,0,0,0,min,13,0,3582,214,214,214,0,0,0,0,linear,linear,indefinite,0,0,132,1054,132,132,214,1,1,1.0,-1961.815672,7.275957614e-12,LMQ,1055,132,132,3595,214,921,False,0.002954774282367929,0.007575757575757576,0.0,0.0
QPLIB_3600,Solution found by ALPHAECP,Stefan Vigerske,128,57,112,0,0,28,12,0,0,0,16,0,0,min,116,0,284,36,72,0,0,0,0,0,linear,linear,indefinite,0,0,12,45,12,0,4,7,7,7.0,300176.5637,0.0,LMQ,46,12,12,400,36,16,False,0.05387931034482758,0.10714285714285714,0.0,0.0
QPLIB_3605,Solution found by BARON,Stefan Vigerske,1236,4507,160,0,0,144,0,0,0,144,0,0,0,max,160,0,17277,384,384,0,0,0,0,0,linear,linear,indefinite,0,0,192,4315,192,0,24,5,7,6.0,4792.32775,5.820766091e-11,LMQ,4316,192,192,17437,384,1076,False,0.003129459888640978,0.013888888888888888,0.0,0.0
QPLIB_3614,Solution found by BARON,Stefan Vigerske,210,44,210,0,0,210,210,0,0,0,0,0,0,min,210,210,420,0,5586,0,2793,0,105,105,quadratic,indefinite,linear,0,0,0,44,0,0,1,210,210,210.0,14409.0,0.0,QBL,44,1,1,630,210,0,False,0.06666666666666667,1.0,0.12666666666666668,0.5
QPLIB_3620,Solution found by SCIP,Stefan Vigerske,3472,5415,187,0,0,2455,0,0,0,943,1512,0,0,max,438,0,43970,5138,5138,0,0,0,0,0,linear,linear,indefinite,0,0,1344,4071,1344,0,228,2,17,10.767544,132.5476009,4.015419108e-10,LMQ,4072,1344,1344,44408,5138,3285,False,0.0023615809787011005,0.0015571961982348947,0.0,0.0
QPLIB_3621,Solution found by SCIP,Stefan Vigerske,1764,2878,109,0,0,1192,0,0,0,432,760,0,0,max,200,0,20070,2510,2510,0,0,0,0,0,linear,linear,indefinite,0,0,665,2213,665,0,120,2,22,9.933333,85.44891308,2.273736754e-13,LMQ,2214,665,665,20270,2510,1655,False,0.003991292012926509,0.003166473230055003,0.0,0.0
QPLIB_3622,Solution found by SCIP,Stefan Vigerske,2025,2040,25,0,0,2025,25,0,0,0,2000,0,0,min,1025,0,6000,3000,3000,1000,0,0,0,0,linear,linear,indefinite,0,0,1000,1040,1000,0,1025,1,41,1.97561,197.3338812,2.220446049e-16,LMQ,1041,1000,1000,7025,3000,2000,False,0.0016997235680887486,0.0014814814814814814,0.0,0.0
QPLIB_3624,Solution found by BARON,Stefan Vigerske,6440,6480,40,0,0,6440,40,0,0,0,6400,0,0,min,3240,0,19200,9600,9600,3200,0,0,0,0,linear,linear,indefinite,0,0,3200,3280,3200,0,3240,1,81,1.987654,263.8991613,2.220446049e-16,LMQ,3281,3200,3200,22440,9600,6400,False,0.0005376441983782504,0.0004658385093167702,0.0,0.0
QPLIB_3625,Solution found by LINDO,Stefan Vigerske,644,237,46,0,0,598,0,0,0,0,598,0,0,min,46,0,2346,598,1104,0,0,0,0,0,linear,linear,indefinite,0,0,46,191,46,0,46,13,13,13.0,106.3541548,2.182787284e-11,LMQ,192,46,46,2392,598,598,False,0.015606242496998799,0.021739130434782608,0.0,0.0
QPLIB_3631,Solution found by LINDO,Stefan Vigerske,893,235,750,0,0,43,0,0,0,4,0,0,0,min,25,0,2031,111,172,0,0,0,0,0,linear,linear,indefinite,0,0,25,210,25,0,1,43,43,43.0,491.3797145,3.552713679e-15,LMQ,211,25,25,2056,111,143,False,0.009755727219238142,0.10325581395348837,0.0,0.0
QPLIB_3642,Solution found by CPLEX,Stefan Vigerske,1035,0,1035,0,0,1035,1035,0,0,0,0,0,0,max,1035,1035,0,0,4048,0,2024,0,506,506,quadratic,indefinite,linear,0,0,0,0,0,0,1,1035,1035,1035.0,1034.0,0.0,QBN,0,1,1,1035,1035,0,False,1.0,1.0,0.0037788513150831993,0.4888888888888889
QPLIB_3643,Solution found by SCIP,Stefan Vigerske,360,893,216,72,0,224,144,72,0,72,8,0,0,min,32,0,4885,758,432,0,0,0,0,0,linear,linear,indefinite,0,0,68,825,68,0,8,28,28,28.0,205.1370794,4.547473509e-13,LGQ,826,68,68,4917,758,72,False,0.015277777777777777,0.04976365546218487,0.0,0.0
QPLIB_3645,Solution found by SCIP,Stefan Vigerske,403,306,101,0,0,201,0,0,0,0,1,0,0,min,1,0,20906,201,201,201,0,0,0,0,linear,linear,indefinite,1,0,1,304,2,2,201,1,1,1.0,-0.1050046074,1.387778781e-17,LMQ,305,2,2,20907,201,302,False,0.16898505508361555,0.5,0.0,0.0
QPLIB_3646,Solution found by SCIP,Stefan Vigerske,2020,2050,20,0,0,2020,20,0,0,0,2000,0,0,min,1020,0,6000,3000,3000,1000,0,0,0,0,linear,linear,indefinite,0,0,1000,1050,1000,0,1020,1,51,1.980392,230.2021495,2.220446049e-16,LMQ,1051,1000,1000,7020,3000,2000,False,0.0016944161505375306,0.0014851485148514852,0.0,0.0
QPLIB_3648,Solution found by ANTIGONE,Stefan Vigerske,720,346,40,0,0,120,40,0,0,0,80,0,0,min,40,0,2640,120,240,0,0,0,0,0,linear,linear,indefinite,0,0,40,306,40,0,40,3,3,3.0,94.6112071,5.820766091e-11,LMQ,307,40,40,2680,120,680,False,0.010726865193723983,0.025,0.0,0.0
QPLIB_3650,Solution found by ANTIGONE,Stefan Vigerske,946,0,946,0,0,946,946,0,0,0,0,0,0,max,946,946,0,0,3696,0,1848,0,462,462,quadratic,indefinite,linear,0,0,0,0,0,0,1,946,946,946.0,922.0,0.0,QBN,0,1,1,946,946,0,False,1.0,1.0,0.004129996558336201,0.4883720930232558
QPLIB_3651,Solution found by SCIP,Stefan Vigerske,2276,3803,137,0,0,1560,0,0,0,576,984,0,0,max,256,0,30744,3294,3294,0,0,0,0,0,linear,linear,indefinite,0,0,861,2942,861,0,156,2,22,10.0,85.44891245,9.997620509e-10,LMQ,2943,861,861,31000,3294,2139,False,0.003580543281607188,0.0024524256231573307,0.0,0.0
QPLIB_3659,Solution found by SCIP,Stefan Vigerske,5537,6497,0,960,0,1697,0,0,0,737,0,0,0,min,960,0,19000,4700,7480,0,0,0,0,0,linear,linear,indefinite,0,0,960,5537,960,0,1,1697,1697,1697.0,38025000.0,1.313722464e-10,LGQ,5538,960,960,19960,4700,4577,False,0.0005547614906363432,0.0028849931251227656,0.0,0.0
QPLIB_3661,,Stefan Vigerske,23813,14245,10816,0,0,12997,0,0,0,0,12906,0,0,min,1,0,106855,61108,42016,0,0,0,0,0,linear,linear,indefinite,0,0,3221,11024,3221,0,23,105,9751,565.086957,,,LMQ,11025,3221,3221,106856,61108,12997,False,0.00031498644213528147,0.0014597020777392877,0.0,0.0
QPLIB_3662,Solution found by ALPHAECP,Stefan Vigerske,176,79,144,0,0,56,24,0,0,0,32,0,0,min,152,0,408,72,144,0,0,0,0,0,linear,linear,indefinite,0,0,24,55,24,0,8,7,7,7.0,562656.5828,5.551115123e-17,LMQ,56,24,24,560,72,32,False,0.03977272727272727,0.05357142857142857,0.0,0.0
QPLIB_3670,Solution found by ALPHAECP,Stefan Vigerske,918,359,54,0,0,162,54,0,0,0,108,0,0,min,54,0,3348,162,324,0,0,0,0,0,linear,linear,indefinite,0,0,54,305,54,0,54,3,3,3.0,114.9487764,1.455191523e-11,LMQ,306,54,54,3402,162,864,False,0.010294117647058823,0.018518518518518517,0.0,0.0
QPLIB_3676,Solution found by CPLEX,Stefan Vigerske,9030,9150,30,0,0,9030,30,0,0,0,9000,0,0,min,4530,0,27000,13500,13500,4500,0,0,0,0,linear,linear,indefinite,0,0,4500,4650,4500,0,4530,1,151,1.993377,430.5766374,6.190074009e-10,LMQ,4651,4500,4500,31530,13500,9000,False,0.0003815642391169783,0.0003322259136212625,0.0,0.0
QPLIB_3677,Solution found by BARON,Stefan Vigerske,6030,6100,30,0,0,6030,30,0,0,0,6000,0,0,min,3030,0,18000,9000,9000,3000,0,0,0,0,linear,linear,indefinite,0,0,3000,3100,3000,0,3030,1,101,1.990099,363.0938483,2.220446049e-16,LMQ,3101,3000,3000,21030,9000,6000,False,0.0005716377952884325,0.0004975124378109452,0.0,0.0
QPLIB_3678,Solution found by ANTIGONE,Stefan Vigerske,600,403,200,0,0,200,0,0,0,0,0,0,0,min,200,0,41200,200,200,200,0,0,0,0,linear,linear,convex,1,0,0,402,1,1,200,1,1,1.0,-0.1100882335,1.825969931e-13,LMD,403,1,1,41400,200,400,True,0.1707920792079208,1.0,0.0,0.0
QPLIB_3680,Solution found by ALPHAECP,Stefan Vigerske,108,52,92,0,0,28,12,0,0,0,16,0,0,min,96,0,244,36,72,0,0,0,0,0,linear,linear,indefinite,0,0,12,40,12,0,4,7,7,7.0,347691.4107,0.0,LMQ,41,12,12,340,36,16,False,0.0593990216631726,0.10714285714285714,0.0,0.0
QPLIB_3683,Solution found by ALPHAECP,Stefan Vigerske,150,66,126,0,0,42,18,0,0,0,24,0,0,min,132,0,342,54,108,0,0,0,0,0,linear,linear,indefinite,0,0,18,48,18,0,6,7,7,7.0,397992.2951,7.505107646e-14,LMQ,49,18,18,474,54,24,False,0.047164179104477615,0.07142857142857142,0.0,0.0
QPLIB_3690,Solution found by SCIP,Stefan Vigerske,6020,6150,20,0,0,6020,20,0,0,0,6000,0,0,min,3020,0,18000,9000,9000,3000,0,0,0,0,linear,linear,indefinite,0,0,3000,3150,3000,0,3020,1,151,1.993377,557.84865,3.330669074e-16,LMQ,3151,3000,3000,21020,9000,6000,False,0.0005676628763062053,0.0004983388704318936,0.0,0.0
QPLIB_3692,Solution found by SCIP,Stefan Vigerske,1219,1279,128,0,0,560,0,0,0,32,528,0,0,min,9,0,3190,656,560,560,0,0,0,0,linear,linear,indefinite,0,0,528,751,528,528,560,1,1,1.0,502.417829,1.968203378e-12,LMQ,752,528,528,3199,656,1091,False,0.0020502204675963906,0.0022186147186147188,0.0,0.0
QPLIB_3693,Solution found by QUBOWL,Stefan Vigerske,1128,0,1128,0,0,1128,1128,0,0,0,0,0,0,max,1128,1128,0,0,4416,0,2208,0,552,552,quadratic,indefinite,linear,0,0,0,0,0,0,1,1128,1128,1128.0,1154.0,0.0,QBN,0,1,1,1128,1128,0,False,1.0,1.0,0.003470650369699713,0.48936170212765956
QPLIB_3694,Solution found by ANTIGONE,Stefan Vigerske,3240,3280,40,0,0,3200,0,0,0,0,3200,0,0,min,3240,3200,9600,0,3200,3200,3200,3200,0,3200,quadratic,convex,linear,0,0,0,3280,0,0,3200,1,1,1.0,263.8991613,8.881784197e-16,DML,3280,1,1,12840,3200,3200,True,0.0012078521679253164,1.0,0.0003125,0.0
QPLIB_3697,Solution found by ALPHAECP,Stefan Vigerske,200,82,168,0,0,56,24,0,0,0,32,0,0,min,176,0,456,72,144,0,0,0,0,0,linear,linear,indefinite,0,0,24,58,24,0,8,7,7,7.0,832795.5853,8.881784197e-16,LMQ,59,24,24,632,72,32,False,0.038072289156626506,0.05357142857142857,0.0,0.0
QPLIB_3698,Solution found by ANTIGONE,Stefan Vigerske,3030,3100,30,0,0,3000,0,0,0,0,3000,0,0,min,3030,3000,9000,0,3000,3000,3000,3000,0,3000,quadratic,convex,linear,0,0,0,3100,0,0,3000,1,1,1.0,363.0938483,4.440892099e-16,DML,3100,1,1,12030,3000,3000,True,0.001280327968301506,1.0,0.0003333333333333333,0.0
QPLIB_3699,,Stefan Vigerske,908,1860,116,0,0,144,0,0,0,144,0,0,0,max,153,0,5681,384,384,0,0,0,0,0,linear,linear,indefinite,0,0,192,1668,192,0,24,5,7,6.0,,,LMQ,1669,192,192,5834,384,792,False,0.003452504101106174,0.013888888888888888,0.0,0.0
QPLIB_3701,Solution found by ALPHAECP,Stefan Vigerske,1140,437,60,0,0,180,60,0,0,0,120,0,0,min,60,0,4200,180,360,0,0,0,0,0,linear,linear,indefinite,0,0,60,377,60,0,60,3,3,3.0,115.2394293,1e-10,LMQ,378,60,60,4260,180,1080,False,0.008531602980052871,0.016666666666666666,0.0,0.0
QPLIB_3703,Solution found by LOCALSOLVER,Stefan Vigerske,225,30,225,0,0,225,225,0,0,0,0,0,0,min,225,225,450,0,42848,0,21424,0,105,120,quadratic,indefinite,linear,0,0,0,30,0,0,1,225,225,225.0,388214.0,0.0,QBL,30,1,1,675,225,0,False,0.0967741935483871,1.0,0.8463802469135803,0.4666666666666667
QPLIB_3705,Solution found by BARON,Stefan Vigerske,378,0,378,0,0,378,378,0,0,0,0,0,0,max,378,378,0,0,1456,0,728,0,182,182,quadratic,indefinite,linear,0,0,0,0,0,0,1,378,378,378.0,384.0,0.0,QBN,0,1,1,378,378,0,False,1.0,1.0,0.010190084264158338,0.48148148148148145
QPLIB_3706,Solution found by CPLEX,Stefan Vigerske,703,0,703,0,0,703,703,0,0,0,0,0,0,max,703,703,0,0,2736,0,1368,0,342,342,quadratic,indefinite,linear,0,0,0,0,0,0,1,703,703,703.0,682.0,0.0,QBN,0,1,1,703,703,0,False,1.0,1.0,0.005536119334127869,0.4864864864864865
QPLIB_3708,Solution found by ANTIGONE,Stefan Vigerske,12930,12917,14,0,0,1592,0,0,0,0,1008,0,0,min,1592,1592,26897,0,1592,1592,1592,1592,0,1592,quadratic,convex,linear,0,0,0,12917,0,0,1592,1,1,1.0,-9411.998908,1.776356839e-15,DML,12917,1,1,28489,1592,12916,True,0.00017056243995829725,1.0,0.000628140703517588,0.0
