name,image,status,detail,variables,binaries,integers,continuous,constraints,instance_digest,manifest_digest,source_qplib_digest
QPLIB_3177,ghcr.io/jij-inc/ommx/v2.8/qplib:3177,published,,1599,0,0,1599,2399,sha256:4222c85006833aa5c3fb83c571d3ba14f95ffcbac371fb109ce49a41de4776ab,sha256:1bb3e070ab49e3b3fa595989cbab1cadce2da2d1e229d38e6ff4f4f2baa241a8,sha256:7f679a41bd458ef803849a1ac12091d4f5d682920cebff91c4e5515a75f1dd75
QPLIB_3181,ghcr.io/jij-inc/ommx/v2.8/qplib:3181,published,,392,84,0,308,389,sha256:88fe33755876d2e97209188ee1ff09711fb298fbd55c7598f85d63ecc2208208,sha256:0fb8fcb20deb27eb7adbed45f4666aad6348e01dba9f31815c5d7c91c1e10ed8,sha256:f2bf706859bb370ec36abacb9dd6a7c6ed799ee35d98d474e1c2e22905a01867
QPLIB_3185,ghcr.io/jij-inc/ommx/v2.8/qplib:3185,published,,18001,0,0,18001,32720,sha256:f8544e42070394784cb12995480a7a4f0a25f74ace2287b2eac872783e7d9a4a,sha256:0c3d8c3964187ddeb47fe459a6b188c97ed4ca699d8825c56546e9aa79615138,sha256:6c24c0cf01ac3df2d66248ea932c7517b96b67db80940872e98b6cb86fdf6986
QPLIB_3192,ghcr.io/jij-inc/ommx/v2.8/qplib:3192,published,,479,0,0,479,339,sha256:22f3d706e434b2cabbd31d2a7f3d84c4cca9c7f7c370e79acffb9c0326faf2f8,sha256:17189003272d2fb6971d4286ac00a713b45ac67357b0065e2dd83b89ad4118af,sha256:e28f38a2dfe7c93c24bfa4b79b34b61de16fca96227f8f4f9928c6f786ff8d81
QPLIB_3225,ghcr.io/jij-inc/ommx/v2.8/qplib:3225,published,,136,0,0,136,142,sha256:2324404c527243d72e4a3d8e45b349478f9bca4f6c54a29497f9e07fcebb1d2b,sha256:28282fc482a308ac4066af330a878293e1b04f39eb23a8ad3ea503b5a4386518,sha256:2ffc6fa43f4022459ba44bf3e8bd83231bbc18d37c6267b3c7832a4f82e49ac7
QPLIB_3240,ghcr.io/jij-inc/ommx/v2.8/qplib:3240,published,,516,0,0,516,803,sha256:e6deb76e1656ccc4659c43695fe1f1c6c9310388c081b83e8ff1e05c60d5d4f6,sha256:c1eadc6544066b88c91d3836892cedf20e7cafd3d667509c22f970cea8ecb406,sha256:dd3092fc9b936bc6187b235ca42c291250c5340216d81584b51e7a00ba25fbcb
QPLIB_3247,ghcr.io/jij-inc/ommx/v2.8/qplib:3247,published,,361,0,0,361,800,sha256:11a0b5ab4c52e41a035f52ad300b4ca29ff45fe4d69e64fb991c12ef710a6ee3,sha256:dfd36d4c6af5e7c5aaa2b1fc988e10959a8b71c16a8d95793f3f7c1714da630d,sha256:065e277f5f6d6a0587904fd09e21901376ff63e5fdd62b585ba078105d1a36c1
QPLIB_3279,ghcr.io/jij-inc/ommx/v2.8/qplib:3279,published,,307,56,0,251,326,sha256:5c4f0357966a11a6c4f074e62bd7251da7398d7cd9b8e344c1b4a07ec697962d,sha256:a7877c7cd57cf9d96416e9d33baaa0b6b26c6e38e5d23637dc5ef22de166da31,sha256:750fd638f77940ae724c78fe61d3f314cc555297926b0572595411dff6405ebc
QPLIB_3297,ghcr.io/jij-inc/ommx/v2.8/qplib:3297,published,,8015,0,0,8015,15984,sha256:2dd39562cff482e01ddecc0dcafdb552f94ca1f90d9a86c51a3c3db5ad1d7e55,sha256:a6cfc992c72891d92e0c2191310b4ae30e9136b956bc8ca5a060d296cdc44229,sha256:5e4bda0a6d66a8772060a9238a6b2e64d837703193a3b207b2552dd61c0b962d
QPLIB_3307,ghcr.io/jij-inc/ommx/v2.8/qplib:3307,published,,256,256,0,0,64,sha256:7caab98e4f8fb1419649db254838d51805606bc1108c7c1b95371a9645e1120a,sha256:9d727fa873d3d139ab364d70c26caafba70b468d52b0d9eb010cd7f5acf66a3a,sha256:9069c4b3e3e313c54fb4e84f666b3502f730318721d64b23c26d9260cbfeec6a
QPLIB_3312,ghcr.io/jij-inc/ommx/v2.8/qplib:3312,published,,41406,0,0,41406,74285,sha256:066f0dcb2fc90eecd0a7567f5eda323f540039150e09394d3a92f06e50e41a80,sha256:85f2c293874a0825a1125e1d4b26d5fb060136b59aa46e998860d24695f063e5,sha256:d14760093436d900c294213590829a578c140c4a7d987ad0ddc91a6fe8c171ec
QPLIB_3318,ghcr.io/jij-inc/ommx/v2.8/qplib:3318,published,,25,0,0,25,480,sha256:e83030035f033a122824ad0e82833ad27d00f4ed4cc37d9337e985bdc8ed63e5,sha256:338f7bb7cdb2113fa5fbb80548509150b43eba7c91cf1f3120f36e13b6269bcd,sha256:294ba8785f1b0d02e472fcf3ffd1ab3e9c686296e5f0928596422bca42283a33
QPLIB_3326,ghcr.io/jij-inc/ommx/v2.8/qplib:3326,published,,1750,0,0,1750,3490,sha256:48455d405988eed3ba6fa41ff317277a347102d7f00464206f098872efa84176,sha256:db174aa6b171ce1a056d9e9566e1f197ec3f85662a547e83629030d9ff97d7ec,sha256:b65b24629a1bd47f2bf11423273e152e623ce72b0b5ed73398de00c5e2ce22ff
QPLIB_3334,ghcr.io/jij-inc/ommx/v2.8/qplib:3334,published,,715,0,0,715,470,sha256:f61e472fbd28c92e8a6f248273dba8675fefc6dc596d29be4e4cddc0caac7345,sha256:2d9395b20f5ab6e7e5febe3b11d5e68e5405646cc880bd076ceb438474bed950,sha256:656886bb736ca9dc654fd21ffe1aa680813dff16e984b9efab12060559159987
QPLIB_3337,ghcr.io/jij-inc/ommx/v2.8/qplib:3337,published,,297,0,0,297,396,sha256:c6a34eaddc4e582d2b7b85fc805329e7833877d839f69a74ed0271c45c7a0ad0,sha256:25cd8bda82a4a2b908501e25d21d1c093a376f73766eedca64353895d527ad9b,sha256:f5b5d0103c8ee59bb8a65ea2b7f183f918b9758d594b07b456da0b13a775e57f
QPLIB_3338,ghcr.io/jij-inc/ommx/v2.8/qplib:3338,published,,320,0,0,320,252,sha256:5a8fb3f361ba407e6c64eb84536717d0b067fd87c8ee15f6417c534b672895ca,sha256:bd4d7630f953615f2ccbb26ac88aec6442040c332344a8d3004ff0fd685eb1b8,sha256:53ca51a5054fdf3bc2f015dafa3dec2a2a54602ace43d397702f718675951f4b
QPLIB_3347,ghcr.io/jij-inc/ommx/v2.8/qplib:3347,published,,676,676,0,0,104,sha256:dc2eb650ceb2351985a5738e01d477dc2e8aeaa8350eb65d6d0c66636e62ddd4,sha256:cfb95f5347388db42edd85205c481b39062533aee5a20c6bda89428065e7adf9,sha256:1e9ebd17f4bdd96b49c244c90719cf5d20082ead8c778ea93b907158e85d4b32
QPLIB_3358,ghcr.io/jij-inc/ommx/v2.8/qplib:3358,published,,158,0,0,158,317,sha256:d3aeb285bbf3f316d10a49b917872c5fd2aaa38986150c3b95988e9bfbfd8ba9,sha256:9128a003e22950c71651a7bf14dd37aa822c884b02f0741f0e6736b39f09f756,sha256:1195cc84f2473ff8d4cab5579f7098b0eb5f644c849e89c1d0d8a26795f72c79
QPLIB_3361,ghcr.io/jij-inc/ommx/v2.8/qplib:3361,published,,1024,1024,0,0,128,sha256:6ad85f83f213941787d075309010acf5cac12fe29986bb21844b5dab47b76fde,sha256:4f7432df5af23ab11762ae87f1208f10345f08694007cf9bf7c76d8e5fd1c8f3,sha256:b0d7d0c91963e5cd35e40595e761a9133fd5f154e5acd202423bcb8ab34bd2b6
QPLIB_3369,ghcr.io/jij-inc/ommx/v2.8/qplib:3369,published,,485,0,0,485,284,sha256:7016f8a460dc11e9077505b2fe40e476bd474242adf913600a2bd4a82fc95703,sha256:b09c7e73162e4c927253d41c3bd76ed9abd830835016030bceb9a343bfb0c238,sha256:fe28b5933054ac181010395886299d839e4f3d51ae8e1461757320c081be89f7
QPLIB_3380,ghcr.io/jij-inc/ommx/v2.8/qplib:3380,published,,8904,8904,0,0,1646,sha256:ddc0899e0436b3e465124fb8f27333538d54122f0dc33e2f603dbb9c1ea45ed5,sha256:aa08ecf44e61cc004aa0a815b5a58dd42ca37b89953a64919248fa70e7e0b676,sha256:36610181aae7120c6d059da9bdd6c2920e7ae011e5c366f33834538ef09b02c8
QPLIB_3385,ghcr.io/jij-inc/ommx/v2.8/qplib:3385,published,,155,0,0,155,268,sha256:1732c0967a2aca9b689ac17b9f91660aeb729af15072656d213ca3a4399d5a48,sha256:a696fb7dc7a4e9dd4cb59761ac71a35d3fef8df068813cb922990e0f00fe5fc4,sha256:db17516d97237482d5c8aaa975f4ef19b17ecfe66ca5ec139e55c7694ecfccf1
QPLIB_3387,ghcr.io/jij-inc/ommx/v2.8/qplib:3387,published,,170,0,0,170,141,sha256:8ea9fa6365a213ccf0d3fdbad939d99420de8a6817ae8cc5b4cbd40dd2dcfa89,sha256:477515601084a6725a51e51326234f81af7507a5da8e47bda8565799000b2de5,sha256:56e61db36a8a9b06bff96738523c732236ec369a215ac265553555b4c8a800d0
QPLIB_3402,ghcr.io/jij-inc/ommx/v2.8/qplib:3402,published,,144,144,0,0,48,sha256:5a830979fbbd7fa8aa9251b7ab07edd7b856d98456bc745465a208278d60d596,sha256:83c7dcc80a67293df0311ba1ee8dc1f7243945be43a264c70c9fb08eb33cdc1d,sha256:2de0cd56ef3762094071ca29699c58c8d9f73f85e07e04a36f49f3556e924919
QPLIB_3413,ghcr.io/jij-inc/ommx/v2.8/qplib:3413,published,,400,400,0,0,80,sha256:390a45fe614f40b9fb9c94d37499c58cdad7cc222253d1c035a91f460df471e4,sha256:2fb17a3c3a52275ceb1bc4f1f281beb676b734d6df1e3e3d482c68f060b08bea,sha256:e165cbcf430f3a0abfe2f8c6ce7a810ce66f457d9a0ebd362d9f60aa5b93a02b
QPLIB_3416,ghcr.io/jij-inc/ommx/v2.8/qplib:3416,published,,424,0,0,424,224,sha256:ba8f2bbe9c741577d493a63914c006ad9f7c287b74c646f5f9b245fbdcd468b8,sha256:b68f9022ec1d61756c5b96ba8a120b1b8d3a1a9163b169491d780edd97f808ca,sha256:c5cfabad38e72cffe9b74e4c07e88c3e34c4f16c2009f80fefeb5f83b4f01f24
QPLIB_3496,ghcr.io/jij-inc/ommx/v2.8/qplib:3496,published,,328,200,56,72,719,sha256:6ba5806cae44761924e9e5f68172cb18ca83265a7bd0f92636ce8d64a7334212,sha256:4a224f294153478dfcfbeac968adc2b3139600b5ca32d5ec3c955d33e76c3407,sha256:edf386c714583c649cfb5f376c757c897bc5101d0801087b21c2cbfb5411a8a9
QPLIB_3502,ghcr.io/jij-inc/ommx/v2.8/qplib:3502,published,,13010,10920,0,2090,5534,sha256:261a58a1632c530e168cd681751877d868d8c5ec1ff690c5a66f8c2e03bdefb0,sha256:22475aadefec32f1e6d430c347877a7ba9fdd4e4e4b9ee3fe88d142ba44a7dfc,sha256:95ba0fe7819a86953eb4f37a9668ce49a3169c9e4c18747be1e97a576e157ee6
QPLIB_3505,ghcr.io/jij-inc/ommx/v2.8/qplib:3505,published,,804,201,0,603,1010,sha256:b7dba3155dbe4445af139ca8cdd4f2af4181091ce6aa836042439bae18d04114,sha256:528a449e0ae97db57f54d76d2fb6770523dffa1e80c584e50d0afbf48095f05f,sha256:82adea8805e7b2d89876bd9a463113bdc0d25e2d3cf130ce44168f3d74c63cf9
QPLIB_3506,ghcr.io/jij-inc/ommx/v2.8/qplib:3506,published,,496,496,0,0,0,sha256:998643715175d303f60b8f622381a2f4d57bc16207a9e5df7f349d2c68b22a98,sha256:f3bc51967de3968e3d0a11be320b3c358da7317e5f7170bb82feb8de5c6c90fd,sha256:b50876f2a202a67a614e8a1e468959006e9203feb521475f1fd878561bc16bad
QPLIB_3508,ghcr.io/jij-inc/ommx/v2.8/qplib:3508,published,,3341,2450,0,891,2372,sha256:531d440e15fc7c93dcdfd39402caaaac99e64a86b833aabf77ebe6acfff481fe,sha256:6c9f39749b5b6174573c83979ea1ec373e25bf84d48f19983a9975d67ca3242d,sha256:67aaec96539184e1f67b6dee2835c1bd0be328cafdd93f24d8a935a459e712e7
QPLIB_3510,ghcr.io/jij-inc/ommx/v2.8/qplib:3510,published,,1024,105,0,919,4870,sha256:8c7a1fabfbf163e351d84a4e19bd6899d6efbbebce9993bba486af10ce9017e9,sha256:23863ccc9e1b87c997032ff15ef1994b26a0ab659357dd212376024711320992,sha256:88431ee69536fbfb3f4696cdd7f0dc3df423263f4f9eaa589e57512401550688
QPLIB_3511,ghcr.io/jij-inc/ommx/v2.8/qplib:3511,published,,5742,2450,0,3292,7174,sha256:a31ffa9849b2b7ee45bcc470dc92103c56f2ab74dace4dab847f8ecdcf7a3cf9,sha256:8b8d9016869951b500798dce09c908e50fb35e7943410e63e97eaf821339066f,sha256:f465e6ff7e3d17e660a8d503d58ae3a2127e234a877e9928f8a98ce95116f8dd
QPLIB_3512,ghcr.io/jij-inc/ommx/v2.8/qplib:3512,published,,191,72,0,119,474,sha256:2d4cc21eba431651f7da758512c8a8d6483b719b303b3102dff605c0c10836e6,sha256:01cb2dcce8a29d1051fdecacc51dda0d478216dc9807b7e2926799b493ca4517,sha256:48dd4708f6048b14a500a55011047b6c671a9ba0b3270fa92ab0a77f6e8b6ef5
QPLIB_3513,ghcr.io/jij-inc/ommx/v2.8/qplib:3513,published,,2020,123,0,1897,5067,sha256:2ae826e594330892726228390e82656daba0aa3df8094ddcf3d5ef8afb5e63bc,sha256:611ccfd814c5060e26ca677c1094d3cd423ab1b827fc9065a25eca25817b7f75,sha256:e71fd96496728e567cfd753f5208022a07ed09534d8276d0a32452abe915c9f7
QPLIB_3514,ghcr.io/jij-inc/ommx/v2.8/qplib:3514,published,,1815,15,0,1800,1920,sha256:2481f73afa659be0a53ea96d3b4be892d77d397dfcecb7c9c8c8248b71054c11,sha256:b2d599318f9d10903c8b5dc8c06712a6a0dad9dd511620af07cbaa27b5704101,sha256:c78d20d5fb2faa12a6d7835d9fafba6e3cf87892303c506033300f5a2e5df113
QPLIB_3515,ghcr.io/jij-inc/ommx/v2.8/qplib:3515,published,,734,352,0,382,828,sha256:980b6991e908a3cc775eb4f78c6e0272d4d240ce4634435b3ea5581e11d2ab76,sha256:9d71e2b0ee975fcf15202550b3185f44ff23fbb102deac72b5c8f7cfc0703ad3,sha256:383d953e51c27e4a76f2bc7037dd98e45008d13dfa5e802a861c39d349f20484
QPLIB_3522,ghcr.io/jij-inc/ommx/v2.8/qplib:3522,published,,630,42,0,588,423,sha256:dad32aa1583b07903ad4b1f79794e9feb0b39f50e62485006d0598c4b10542f8,sha256:f5286e7115ac6372a2c154f398b8f29fa48cae70029ff2b045842b171d3aa91c,sha256:4f356b5269b06c6e3693f24954f4a6691cd6c39e3d030358bbd1dc54b6e0725a
QPLIB_3523,ghcr.io/jij-inc/ommx/v2.8/qplib:3523,published,,182,155,0,27,1456,sha256:10a27bab5ad8089fb53f990fe8e4d6581707340b922ccfc8d2bf76c9ec3808b1,sha256:7bd2ab4af0cb9d9b0e60298e49b9b5a2cff51dfbb729a14abd9ff813e75a26c1,sha256:8b9559809876ee97c846f8fff37a6e85818e075d46d80afb78a164887a0eee0d
QPLIB_3524,ghcr.io/jij-inc/ommx/v2.8/qplib:3524,published,,1081,132,0,949,3792,sha256:7e17a4617ff7d709b55fa151c4c31c39ccebdb807bd585ed8ee6b3a69346cbe9,sha256:5f6987f1c8639352619d79b98f2bf038e10658f7961d9f22bd9c082c55ea9605,sha256:e083bd46ce59b2c952ed5190f8df90dcd38c42b9a2d947ffb221372489af0be7
QPLIB_3525,ghcr.io/jij-inc/ommx/v2.8/qplib:3525,published,,1749,831,831,87,182,sha256:34036804033ed66102fe31aef30ad8a031a05ce344d6c58164cf2ad7c8fa09a3,sha256:197d73cbb684ae77973e57e54bd62b147e7c2e578d40c27c25fa6c5c12de00b7,sha256:2daaca4d6ac9b61f713c63049cb0b7c2132c0d0060bc55bc89f23eb7368abb10
QPLIB_3529,ghcr.io/jij-inc/ommx/v2.8/qplib:3529,published,,1526,38,0,1488,3558,sha256:79b569d0633001d1dff7c98a6130fd5ea1fdf9b0d7dc99bbd68c628565b7596d,sha256:8f91df1934cde9c70b3baecb732d00a48e9a18eacfb1f644ba10a79ef39a72a8,sha256:5e60730e331cdeb5f2cefc63fc964dc19c8be02f2bb42a5a8f0953023f4f66af
QPLIB_3533,ghcr.io/jij-inc/ommx/v2.8/qplib:3533,published,,383,240,0,143,352,sha256:d3f7d78980c9d984ebd5c38d266da93d1d6bdf3b1d4028c8bf95d24a96aa7089,sha256:772f6ce1ddbadcd411b277ae34f46618767f20cec74e0d7a2054e42c7cff23d8,sha256:1f7e53b68aa7ffce2a26aa32372cc74a90e0d0442ca2422d938d09403730beda
QPLIB_3547,ghcr.io/jij-inc/ommx/v2.8/qplib:3547,published,,1998,462,0,1536,3226,sha256:063b86e985f8494b9520db8f21cd8c8ef87a16498798c4d91bee49b3bf7c0330,sha256:043d6694a7305f5ca7b63db5fe662c06f3ddae38a9191ae91fa613db06179059,sha256:89aea8870f1bd963ec0c4d82436077677a96016ab2ebbde9b0f7631cc451d6c0
QPLIB_3549,ghcr.io/jij-inc/ommx/v2.8/qplib:3549,published,,1683,650,0,1033,2343,sha256:e03d05b63e27f976ade9efb7640c364a9d051b5fe6ba2fd568694af26f33cd24,sha256:58b58ee79e65fe387852c210c229b8116348e77050a861d0074ea574ab0bdc0d,sha256:56a7e33662678c9c43427452717b5f09e58260a2db00e1687082501d7b95a934
QPLIB_3554,ghcr.io/jij-inc/ommx/v2.8/qplib:3554,published,,384,14,0,370,742,sha256:a3b1574b73a0b3762bb6b30920771d5827e84cbc1224ef7679d8960a3e971059,sha256:23f7e26e6de961be484eb71d1169d1146903bb2e6d81e9d3d456d834f159b7f6,sha256:079b3fcef9848b176495cf7d6e6f1458ec994c7091d1b82f6f994f57029825f9
QPLIB_3562,ghcr.io/jij-inc/ommx/v2.8/qplib:3562,published,,63,7,56,0,42,sha256:f412b99fba15a4f288b522b3ee956f60496f77b5c367f450d5b0b1a3f62401ec,sha256:b029ad02e377845ce379e013775c4556868e244c1841586589fa1113737e6682,sha256:cb8bb4b1ba208745efb8758b68383479c86f91f37d878089f98556474ccfe079
QPLIB_3565,ghcr.io/jij-inc/ommx/v2.8/qplib:3565,published,,276,276,0,0,0,sha256:8b0a9339d7df3b47e559e35c3f0265cc56121ec0cdd16adff7230f9ad8104d7a,sha256:bc2805d79b961e54e0d43eb961747359ce9f176e1e6e07911ecca395dd21c9dd,sha256:e6ad69c4d03d8ac3e91af2541c2efb522fec0f3b136e06b3e19ecaabb6ba78bc
QPLIB_3580,ghcr.io/jij-inc/ommx/v2.8/qplib:3580,published,,132,108,0,24,84,sha256:d0a27cce4824ec10d26f860d439a92b6ffb88ec129e4bf677cf648975d54f812,sha256:50316ca3cefd7fbb38e0541ef9c40f43218b799127510d5e5823106aca87e637,sha256:72c37235381fe4564a8dbb2fd3e338b9a2445a354f10ec891fbac6703f27f4e9
QPLIB_3582,ghcr.io/jij-inc/ommx/v2.8/qplib:3582,published,,216,184,0,32,112,sha256:160d2c5da443bfaac00426fa9599c9336890ff1f39bba06ed2abef542c2cb3dc,sha256:b3360fb7e551a7ba5e69db643f2b8640d8a3dd362f304fbf0032d416e84e56f1,sha256:4d3a011652002169aee60b447a7fd4d7548413a6b7737fe354c2fd615fb76dbb
QPLIB_3584,ghcr.io/jij-inc/ommx/v2.8/qplib:3584,published,,528,528,0,0,10912,sha256:9a8c68ea93befc3b6e8fe57e833ff7882736e18cd751ec43dac05f1de25af44b,sha256:5dfd3f8e69f35b8d24005ca86a6c3815c8ae4c3dcd8452c21f54309339465c9b,sha256:deecb2c491253925d96ef4087991c85b84a1c92f32b06418f95c1845c93ce7d5
QPLIB_3587,ghcr.io/jij-inc/ommx/v2.8/qplib:3587,published,,240,240,0,0,76,sha256:e586d3290af62c0298316050875f4210ee1069572e9633bc31663255d19b6b5b,sha256:217b31d7a3732faeb278cdfa52bc12b1d2f25ff62aa02412e4b067465fc81e0a,sha256:e3c46a37ab63e692336799918a5795e191d78bc47e9b6efe1fea17ba6fa25fbc
QPLIB_3588,ghcr.io/jij-inc/ommx/v2.8/qplib:3588,published,,992,600,0,392,1050,sha256:dfa0c30ba3288e795603f7d27302004fab0e247cd3896c36f482cbca73b5800d,sha256:eaf9f0ae3d1b4c785e40592c501ba3e93779975abc5e2c23c4c7a40324c73c0b,sha256:0567ec05e8577d014042a516fae63bc102e8abcc1c532ec494a33084c6ee6af4
QPLIB_3592,ghcr.io/jij-inc/ommx/v2.8/qplib:3592,published,,450,225,0,225,510,sha256:b4f74adc52b4b8df2ec4da32ffceffb119c99a20031cdf7e1644d607d1de0f3e,sha256:92d23299c83160184e0d51f66e706e450a4d492a44f8198b8cd33b968ba79202,sha256:d6c0260d738d1b87dac2aedcbad6e077fb32cce6a47277859763c7d7a809655a
QPLIB_3596,ghcr.io/jij-inc/ommx/v2.8/qplib:3596,published,,1025,104,0,921,1916,sha256:089d912702aeb676d5e45aa9ca56acaa12bd5eddc9f402e7a4928355ba775504,sha256:22dffb4dd95a382e4dd0976d3c0e15dc9bd342204abc18957cc859c38a1bed54,sha256:9b9a4c2775d0895ed25f03fcff024047f939c5eb48ab822745e3ebf7d793543a
QPLIB_3600,ghcr.io/jij-inc/ommx/v2.8/qplib:3600,published,,128,112,0,16,86,sha256:b5acd30b9add2cb7e5a825b93a38628e93c44e3a15f4f610a46cfff8c6a3b368,sha256:50a45f041b99c7d15dc3ac8de1d88ea06dec5843839b0ff0e1cdc8a3c2155363,sha256:7371d259f2061bfa28938184039bffc96964ae9eca3689b1c635d7fa91d35a4e
QPLIB_3605,ghcr.io/jij-inc/ommx/v2.8/qplib:3605,published,,1236,160,0,1076,4948,sha256:91a8fe80a21ca012726b2e1df1e4752eb1c10bc104475e0ebd47bffd2b3b932f,sha256:f0d25765df55816e1d9a73760b19ee1b645dce7eae7cd77b8585b122a1237942,sha256:5d8011ca043efa4209675e94001609e4a1e856384cb71220d178eafc4128fbcd
QPLIB_3614,ghcr.io/jij-inc/ommx/v2.8/qplib:3614,published,,210,210,0,0,74,sha256:54f3268649c4e79305fe3b1da4398dcf0a4567a3ea07de7b4ba6476bf2609037,sha256:97edf7c0d3b99638335d929120454e6e0676e4bac2df977c11ce50f2b1af3d35,sha256:20cd7339bb6e598bb15101280a2211684b97dd79d949b5ed5b5ddb05f3445f63
QPLIB_3620,ghcr.io/jij-inc/ommx/v2.8/qplib:3620,published,,3472,187,0,3285,8467,sha256:92b7c558431d970149a179f2806689b129e6fba318c6e0f4963d7dc032b66024,sha256:0bd6a401bfd2026632b33d2e1fc45aff30323c937a0a8656cdba6a66cc074abf,sha256:0ff4bbf7a702f05d00638fe08d4396576c9aa4ae6d490a5f655281ae6d7ef05d
QPLIB_3621,ghcr.io/jij-inc/ommx/v2.8/qplib:3621,published,,1764,109,0,1655,4388,sha256:1057c30cec6e3157e5f25e463b85b7c8a4d6cfabde5380325031712fcb7b284a,sha256:2c1eaaeca183247e20851c1a937f9d95623c226100e74eb1e192405030defb7b,sha256:e46d0fcf7f20f1ff1fc18193852356d32bfcbd511b380f2f3e80a30ace58e554
QPLIB_3622,ghcr.io/jij-inc/ommx/v2.8/qplib:3622,published,,2025,25,0,2000,2080,sha256:28ca341bd2fa22ad85cee574e30298e583a58b7ad0bc62bace0ac17f7f8d9dc9,sha256:f18210dba1528ac84e36f7c14bfc308fc0b3fc55f447455181f06cc85f29f504,sha256:ba315262b5c9c3548efa34b49c28f5151a1399f01b705e51eb127c589b8ce726
QPLIB_3624,ghcr.io/jij-inc/ommx/v2.8/qplib:3624,published,,6440,40,0,6400,6560,sha256:b09d32408edd0717dbcdbbc26193a4fe297b938abf14ccd84248622126a50711,sha256:2bbfb25c56a630868e39ea7e316e79b2afaeb7f82c659edfce8019dfdc4a9f0b,sha256:6902f765f649c299547a396aacb2423958eb2cfb06ec4516a819370173edc90f
QPLIB_3625,ghcr.io/jij-inc/ommx/v2.8/qplib:3625,published,,644,46,0,598,381,sha256:f1a8b79fcfca9cdd01c09813592bb71a4d979d520a8cb923ddb4489043e1862a,sha256:3d461a72d1eea43a3703699cd3fdc592533a5733511efa1ad405c6f28584acae,sha256:de8292d8d7c06f87d7f550830a5befc2912c168d0c00cd0f4dbc56ae79840943
QPLIB_3631,ghcr.io/jij-inc/ommx/v2.8/qplib:3631,published,,893,750,0,143,420,sha256:a21840542916743430aee0b7d0c3518829e926eb8e8009420517ee325148e816,sha256:5f61e0eb50577b67ecfb7458b28ae76e543fe5a8d59609facf7ffb9829253b9c,sha256:b95657d09ef0f4edf20424240eee041041fe2540193ff05b50b6d34b7f7c6540
QPLIB_3642,ghcr.io/jij-inc/ommx/v2.8/qplib:3642,published,,1035,1035,0,0,0,sha256:e09da7435cdd2c49306f18a7f4ed5920da2f525a07aa1395f49164860b3327fe,sha256:b051ae7093ebec77574ec919de684d9c90df266aff16962e293808672ae4e094,sha256:0ff81d246f19fdf28f9d721e279a2035bce1f115497b70ac4d2d745360af9e82
QPLIB_3643,ghcr.io/jij-inc/ommx/v2.8/qplib:3643,published,,360,216,72,72,925,sha256:6b55a1a1aad590fdc60266a9da884fb5da90455793578e65041902a6b3a6922c,sha256:23905dad983bc2d7792bb965d5c6c6319ede9d77117b027604732f2c63d97632,sha256:319bbd62e29887126cfafe1548a9c23e73f6a2678ab49cbb24fccbdecacc3236
QPLIB_3645,ghcr.io/jij-inc/ommx/v2.8/qplib:3645,published,,403,101,0,302,508,sha256:84564840df17516900b87b97ff0e66b426bfd9bfa19cb92d3afa0d8c41bcab7e,sha256:8bed5ac69769b23f4a5ce2839f6856b7c602a3a31d5e4e816aa464b5d1bc82ad,sha256:3495f586e1c6ddd28cc131323b7e09a10cabd80856f7b5eddce7b57d5b6ca5e7
QPLIB_3646,ghcr.io/jij-inc/ommx/v2.8/qplib:3646,published,,2020,20,0,2000,2100,sha256:a7582669510450ee702df7468c17e9734d6eb6d1938074b48a2b753138d7d405,sha256:2c79153e7f4edb97e5aa2d70d443da7527f4c3f56e0c933e1f90fb901072f609,sha256:11a0c69639855d7b6cbd70762e1d2d298c157f450f69df16466a207d7ad797fa
QPLIB_3648,ghcr.io/jij-inc/ommx/v2.8/qplib:3648,published,,720,40,0,680,571,sha256:cdcfdf988b4c1ad97cbbe792da0d7095823c7fb4a04d1cb49add17ba00d7fc07,sha256:65e2b598a1fcc4a68c84efae480b0beae10399a5579d4f11ac5fe78541b8033e,sha256:cbb5231be6742df2395b108baa23db7798315180abc398c4451f73ef9eb7af30
QPLIB_3650,ghcr.io/jij-inc/ommx/v2.8/qplib:3650,published,,946,946,0,0,0,sha256:e3f7540e1b1e9096a22c2d40f6f15db019ac3ca23b9e3e06c489f80b8e2721cc,sha256:64e5e1662b8298a0c6f2f4c10adc7eb96b1f4a7707cca1a4f44e9f6d0517f411,sha256:3060c62c6f6af50c5b404a3b948dd064b1388550b1609f8d1a98adb864a7ca90
QPLIB_3651,ghcr.io/jij-inc/ommx/v2.8/qplib:3651,published,,2276,137,0,2139,5763,sha256:6dc99ac61f9526555d851a22fc47b15d3bd8a60a7b1ba90dd285e3bf5791f41b,sha256:b9fb1c2e6fe31721d928c838d80567501eaf190e4fc08dea07e91b4e23899373,sha256:0d932211dc36976b87c5f221c7470fc4a8c1a3c2954c9a76cab28af861750470
QPLIB_3659,ghcr.io/jij-inc/ommx/v2.8/qplib:3659,published,,5537,0,960,4577,11074,sha256:23a7fae0c434dd17a91ada63735209179ba6b8356bf5907843b5f29b19a6f749,sha256:b85e465e15a727194d340353b4b5595d4580aa0300f1c3c34de8d44fe879994d,sha256:78d5b349894c007f2dce7e67d0e59cee28933ca43d0f440032ce76d581b31224
