name,status,variables,binaries,integers,continuous,constraints,instance_digest,manifest_digest,detail
physiciansched6-2,published,111827,109346,0,2481,168336,sha256:f5a96664bcf8be1bf27ab1ee58d0dcddd1b22f603c10c38c584c3a32fa692844,sha256:6dfddf81478b276f2471be2f8a4bc90514c9da77499069cd23594e8a25e1d99b,
pigeon-08,published,344,272,0,72,601,sha256:543236b15f28b33c94d67be9be2007e7c3784f4855025613ad006328e2bf4402,sha256:947e5d8412e86d6fa25a770159c83ac30c75235bf1c5ff76dbb840ff632f0209,
pigeon-10,published,490,400,0,90,931,sha256:58cb1f64b9ee357221bd8d8a9199b87c1faa909606831bf03649593bcb915d0b,sha256:624d19a5620c2c9c5f3e0b8a7607b819c1b1e85ad030b4df3af066c276098568,
pigeon-13,published,754,637,0,117,1561,sha256:a8d0796143a6f4115f04d5cf5a401ef15fa3268b88e6543bc2fbc7e49af4d8ef,sha256:a699f01b01f8e9843c406cf0ca105417589ede675ed81028bba0d72b57d218d6,
pigeon-16,published,1072,928,0,144,2353,sha256:ac0463e63a459b5c14a0bcafb8c2b0372c4c9aec664419b360f306060a4185bb,sha256:d09e96bacce853813bc821c5f15d2047061cc27b9119a19fed48dcb775b648c7,
pigeon-20,published,1580,1400,0,180,3661,sha256:976d8ed43d2b749930098ceeafd1423e99b6ca2917653f417490c0bb811f9ddb,sha256:c14ce499f48adb34af6dcdb22588e1f9748df06c954741bebf23d517799e8e71,
piperout-03,published,9526,9373,129,24,12246,sha256:ba87247b799c8994e680e11f2231ddd8d54742435a7751c0253db83cdadeb8c5,sha256:9077b4f26d30212603264972319814334a52ea048d8ca77789cd61e0f5940b37,
piperout-08,published,10399,10245,130,24,14589,sha256:4ee084f768e56ecbdea4b5b8d567374d798bc0e30ce1bfb1c6f1ff6355309fba,sha256:247f51f82ccb3773bae43815e250bce89b819d67792c52c08bf43757a597f037,
piperout-27,published,11659,11514,121,24,18442,sha256:422e4c85ae1584aa75cadf10660edbf6f253be11f4a52413273cdb83597a7c62,sha256:f4c0a4f43d1abd7a6470c3933887d32cb9f8d556b7f5098e63231bf4123926be,
piperout-d20,published,11961,11788,149,24,15562,sha256:d8ce30544a1acf20f65e3dbca6418f9c196cb18f1ec08891b75f0b7fb4fe1454,sha256:961ce46f40e47b7310e088a63ec295b629a0e06957bfdc8251c3edce04b67a91,
piperout-d27,published,13104,12931,149,24,17470,sha256:3f2403d943ab39ab75a1980555e2856cb232ddf5b67794e270c766bdb6d3a2c2,sha256:ac5f900c2b46d07c56c7f4e02bc70bd3106389cc4a0600f52090b09478e3443f,
pizza27i,failed,,,,,,,,Invalid header line: INDICATORS
pizza78i,failed,,,,,,,,Invalid header line: INDICATORS
pk1,published,86,55,0,31,45,sha256:551fbfa9897a3e4621a5efa421d52a7af96ed74f92470b510cc5138350e23ebb,sha256:9fba00e731ae56d9d1d0aaca1238c4d2e50fe63c5b1487f9fb2a43149304725e,
polygonpack3-15,published,44237,44207,0,30,144478,sha256:73400fc4f2c019f76e42b67e18c1c79d09a14513202e25dc81cb1a473a08d65f,sha256:5a19944571a594b1bbcc7be1506edb841308170191920679739629db2ce96869,
polygonpack4-10,published,20537,20517,0,20,65935,sha256:bde16314faf54b510b320fbe29a1b29e65ed409a689456c59ba99907c678560b,sha256:bab15705c84294a8ee99e910e353e43c6b771f8700fc243eea18541760edc2fd,
polygonpack4-15,published,44237,44207,0,30,144478,sha256:f6e0cc95f95883068f2498b0b5e41e9fc1fcd597d75ed7e786e8c995d42b0a9f,sha256:a85840f41c00713ad22b83d0f2d983c827cc0754a69e88223153dfb497619e57,
polygonpack4-7,published,10788,10774,0,14,34529,sha256:c43c12af2567259926185c936a3f63cb7fa81847e83f35939275147220fb879f,sha256:60f2b5a487d56fd9ae9e29ff23e4eebdd4b452b80d089d2c71f85f2a12bdeae2,
polygonpack5-15,published,48163,48133,0,30,163429,sha256:3e628818791c405a8639fb956d06b8870678982f76d24cfc0605320ca2c6e9bf,sha256:f8dc0ceba6918b4d091eb3e908092b1d8844dbfcc2d60217c9018975a4007452,
ponderthis0517-inf,published,975,975,0,0,78,sha256:199f22346d8674c844e04e051f6a98f537bc0525016d7a1454596cb958251c95,sha256:fb3d6b8a1150f552df09e446d2c9fbf271a05d1dcf9dfaccae144dd4df108376,
probportfolio,published,320,300,0,20,302,sha256:833828dfde016257d9ab289f868c9bd53d97f32f2a22df1e0362bd80e9122f2f,sha256:1271cd40da02aef32a0927668a9d7938cf58f95028b8a91cfae8571219a6f823,
prod1,published,250,149,0,101,208,sha256:7d2ea5e8254af3ad0c2906b5e43292e9ff09e5fca21d254d2a5d2875ffe53b7e,sha256:9c9594c37624efb43a2b9f00d4aaa6507cb74e9413b65241bffa2c0e24b29974,
prod2,published,301,200,0,101,211,sha256:8abfddbd0ae6f87700a07caee05cb962418746a9c02b13e7a8fbd4acac87d455,sha256:c24e2015f36c3815efd321f99413a102482df1ff0b72b9dc211b76c5493561d5,
proteindesign121hz512p19,published,2589931,2589840,91,0,301,sha256:4b7672d132940d39e6596cc0d9ce46b6825c006f42399dce5008970c72c861fe,sha256:4204dc757ec111295157db5b0f3dcc873fd6af1ef0f8b84a9d7029a6aab43e7d,
proteindesign121hz512p9,published,159145,159054,91,0,301,sha256:81f79c4b2999a911b080caadd56fdd826d6457fceea00500a164458384dc7df2,sha256:2d7b75164428d53fc01d65b9ed3f4714e1e75c11349350d271453277d652c5ba,
proteindesign121pgb11p9,published,132672,132594,78,0,254,sha256:696ea32c89f2ef67201a3b3c90a1794ed48d53f1fe04f0e03be2b74397fb6698,sha256:6b53736ba2ef47ec9f1337fb1198ca54a2167c0f82006ff1895f470e5380a7a2,
proteindesign122trx11p8,published,127326,127248,78,0,254,sha256:dfd8524370b8ae4250bbd9362456f47aba1b569cfcae1bee796d82fdaa724e95,sha256:0df5af4d99c9c9b8ea503cee607d556a0d37672cd36d4b4da7f014f4739c23c4,
pw-myciel4,published,1059,1058,1,0,8164,sha256:f434396b43a940134b875dbc46d722867b961855f75234ac89e5e836fdf5eb9e,sha256:c028b5f4abf9c7bf0e9342cca88d78407edf3ade22f45af52d6f542b645748d5,
pythago7824,published,3740,3740,0,0,14652,sha256:6e9033c257080dc048bd68fae028840fff656016f268ba49b797e971cbb2f1e3,sha256:0526882d3f8137c04c92bc89fbe3fb899749200325cf728d4bbbad9bf09a7121,
pythago7825,published,3745,3745,0,0,14672,sha256:f4747b13dc3b80eb3e47c1cf3091d7c9e212722be945b27d283ce364157ae5e5,sha256:5385eaa71d4307a1b1922427c19bbfc4ce5d146c64dbcd0a46b79b27ab4f21eb,
qap10,published,4150,4150,0,0,1820,sha256:5d187f6f2dd3c5ec7a6f1558bc9050bbe4b3cbd50441cd1a6db05fd4d0b6e9d0,sha256:0f314f17f14c6860ab4f80366db5a638b330b31f8d3d8ac5892fb4bd2d59f08a,
qiu,published,840,48,0,792,1192,sha256:f5278bd1d1409b23aad5b34311a6746f3df217125da4ea2bd570a9769da7d865,sha256:a96fed645ecd193662ffaa91aef92a822bd952003b2aaa93d5cfe17efc88c86b,
qnet1,published,1541,1288,129,124,503,sha256:ac4742b700c31704bf660b6893ef45f4b9e82736b46b8554d9b40518fcb39e09,sha256:71b219fb18661fe36b323adf42b39f15cf54b8046ec8444bc6fb65a72d29cf70,
qnet1_o,published,1541,1288,129,124,456,sha256:29d719c28aecb2f5e53ef10a402b80ec1a98c40ab4b600f709acb45fcf2221fa,sha256:ccba2065fc65e302199b4c539fa47779b5c6e17b03e72c352dc2ade743d2893a,
queens-30,published,900,900,0,0,960,sha256:0e12356a8bb6089d2f11791201b1b695a62f1b165750a5a5452b0bef651a4af4,sha256:68b0706e5ecaaec3e91daba95e80d32f569272673478818fc5e7d065c0b98b45,
r4l4-02-tree-bounds-50,published,11468,1938,2830,6700,4768,sha256:a53b75786043076e2003baec9544e0ce5263e18a87ad7fdf3dbc3bca790ede24,sha256:254d2ece51d700728a3bea622143b631b4448b1db1e890678b63f85dd7d30f44,
r50x360,published,720,360,0,360,410,sha256:5964b0e2a36e1af01a6f5f407c910d15ed5723018e0f094e8b4400caae1ed187,sha256:7d10e914735fec16054ff457af0198e1e5194fed8211db5f6de003ca954a5971,
radiationm18-12-05,published,40623,14688,11247,14688,40935,sha256:8dc8a17496309982b8261d2cd95f8da889b333a2c49b9d60ca409a32f3f1fbbb,sha256:37659af53f67a8d3590696db5a86a35d953bcde5f4cf6f3fb1dc431419f10d4c,
radiationm40-10-02,published,172013,62400,47213,62400,173603,sha256:e733afea577d513d7759506c3cca417fd46f1b445d07137c8e98b8cb4c97b118,sha256:5e28afbc1eee14035b92c8fe1bc49c66b73c64eb4eeff6bb13e5c6580b4c0c3d,
rail01,published,117527,117527,0,0,46843,sha256:ddcf13bdf56adfc7f62a562b830cbf1cfc25af233e797adbce92bd21a8a405af,sha256:1dc862f43940d7544e4713a2fe08a3134ea152ef2de700a7b73d8d321be76830,
rail02,published,270869,270869,0,0,95791,sha256:05e4d2cb201aeb0cdf5ca033f188ad37341769628d25a39ba111bc72f2c02067,sha256:d692bc7d4863f9b7ab671856349894b83b98f0da904fbab787d3b65bf19476af,
rail03,published,758775,758775,0,0,253905,sha256:3a63317f69ee6c91439ac3ab5b6d6ec7ffa00382aac2dde6c9034c1777379a4d,sha256:7c5aa2f0c0e49ad1ddcb4a5cc80332a708b7cca9a9f8c5730d0e5bd3c1c433e3,
rail507,published,63019,63009,0,10,509,sha256:112a505ff70659a68053b5a36b59ad8b427cdaa5c721b6e722f36b3a29ace04c,sha256:a00e99334ff9797d60b455fb035409c1a149aca9bf7c121552e2b255871dca37,
railway_8_1_0,published,1796,1177,0,619,2527,sha256:f06073cda5a7cd53fdcd4fcd93ed5a1fa939ac0a5095c388f6d8b1b609f2c760,sha256:f104752dbb2bafa261e64353025632587578fd0b48f3d9334adb35ccb93f5617,
ramos3,published,2187,2187,0,0,2187,sha256:d395a436bb8dee03aa76b1d9ffe0e60d1025735415ae27a67619f3aff2e0ec3c,sha256:fa04be9efcdc78947d8a308fc0d452dbd3ce0b2c1a92c51db77e6e0e149193e1,
ran12x21,published,504,252,0,252,285,sha256:010e3daef2abddfc373f81919153e2ee52876c822da10ecb969aa817533a230d,sha256:b046ca6c7d16a96e72ba1bef4583cab8f60b06ed96bf10ce5a5307977d751d3c,
ran13x13,published,338,169,0,169,195,sha256:d2b7877d95c8daf263e431e68001e832fb4ef716206d6d042aaa936c442096c4,sha256:24fd21625c11d49652c5de04f16a098c5c9d9c17d32023fc4c8cc0e486688153,
ran14x18-disj-8,published,504,252,0,252,447,sha256:b509ac5287a158cbc0871e91818a61603215c542d74380555782bde8cb656a65,sha256:74033521590f2a9819846d0d85e7d13d7459cc18ad8692bb4c89d9ba78cb9b45,
rd-rplusc-21,published,622,457,0,165,125899,sha256:a8a0546edea9448c612d61d973a32a216029bd2b24d6dc18b8165d6c2fc4aebe,sha256:c171fd85c8b8e8ef75734a164f5944e06eaf83a10a128d06aef73500985b65ab,
reblock115,published,1150,1150,0,0,4735,sha256:c7719f69523838a28b53e90f13311d87b879d3a8f17760b685da2a85e178e859,sha256:2e22509c5805b4119dd58d92b04238e7019eb46516acbbfe737f9756887b8596,
reblock166,published,1660,1660,0,0,17024,sha256:c91fe25e2c9805336e8577b8f55773032554e91ac2c1b1d139d5e065a810096b,sha256:162179e81c39543624c7d1db78ee5f7a5042a802b523efa3562fccb19a62e9c5,
reblock354,published,3540,3540,0,0,19906,sha256:c35eee70f35efc99dabdb62e5e9bcdf6c0bad4d45f0a82439fa2424ecaa32bcc,sha256:1cf39a0687c8eeaf2334e9a78cc0ec283a9952ea7662c39ef6bb0c46225fe685,
reblock420,published,4200,4200,0,0,62800,sha256:4f8890632d9e309ecd9929b750f85cb90bf8b246151175a4b759ed57aa86fb3d,sha256:19aee06a18c9b7a599369b37a5b8ee79d4bfece807943b08f1a06363eb055a6b,
rentacar,published,9557,55,0,9502,6805,sha256:426383bd0531c2f5fba937c56bb82a790922abe48da97db621264aedea25f6bb,sha256:b30dba3fb2968937eceb8858a1d2c25875bcfcfa6a4a1c7879d61944e92a07f9,
rfds-4-days,published,2184028,190080,0,1993948,1766257,sha256:dad97a79443499801974091e8639ac023cb2d4466a4dfa86535522f71ca74723,sha256:fab5c0c9ad0808e3aa16022327d32065b8a89eb65712d77dca751ce1734b1361,
rlp1,published,461,450,0,11,68,sha256:a0cd9d419ddf031e4faa4c1648ffa81a93b44c2a933330dd90eed1f40e29beaf,sha256:b303b0378a956933254f8fd222c7c5fc7c8a96fa4e3ec1eaed77dc5e6856a6a8,
rmatr100-p10,published,7359,100,0,7259,7260,sha256:300174876ee30021dc98ec85dc31a794e7fb38dc5e48f64838733dfd87c2bbab,sha256:4e81ba6b0e3165f1627e1a68de0354af4d5dac55b691b29de881effd921baea8,
rmatr100-p5,published,8784,100,0,8684,8685,sha256:d80df96ef88af34ed223a412c9571c9df589f08d9e6c3c7c34ebf86426a92643,sha256:dce61597c488129c8a03702bcd51e2263b69b20c3ff203521119863d74cd70ee,
rmatr200-p10,published,35254,200,0,35054,35055,sha256:56b18b980af5cde84fb9e16177aa934abe45a012e191161dd75ec9676e9b9f1e,sha256:4fc1809fe701dc3fca0f8e12a7ef51d92bcf0eb8709bcb17c84be6abb09ebe26,
rmatr200-p20,published,29605,200,0,29405,29406,sha256:4344fd461ae89b1cc791dd2547e145ff9ce220fbd11bb813271b5630b3c54117,sha256:ed4e7e6b00acad9f262d4a293567af1a1612448eeed1e06f128f72c5a8ed391c,
rmatr200-p5,published,37816,200,0,37616,37617,sha256:4b339e94fcb426a1fee47221812785e09d5c0e74a0bec4ef6ee7fa355f5f271d,sha256:eff8a475ac4b84ee7ad096f57a11f9bf3a5c07f2ee34cef4f946f4eb610287e6,
rmine11,published,12292,12292,0,0,97389,sha256:3a856f1f6aaefffd92cdf4b7850220b8311a60df398c698547295810ee51762a,sha256:cdae46be3817905cf3d4b0a6f77a3b9e3a5c5c899f77108a5aa85eaf008e55bf,
rmine13,published,23980,23980,0,0,197155,sha256:36ce04dcbe316f82b48534984f19012f224e36215b6ec310657da6bffd383ef1,sha256:5d4cc27cda320d3755210240dc4e45a5c5c144db0468de9f9d68a1ae234ad781,
rmine15,published,42438,42438,0,0,358395,sha256:741e4016010191686608e4e98848769eeb1a5c0bb59dc2baed5609019336f7e0,sha256:dee72478a42e6c9bd8800247a3aa5e14fe11be3b50bb636ce305638df02da0be,
rmine21,published,162547,162547,0,0,1441651,sha256:0f578a983720e6ac175a95514132387fdd22597206afb6410be93d35783446b2,sha256:fb9134b367142fa4e5e65d03b065a927a9afb01c9b00c487e2bfcd6e889df01e,
rmine25,published,326599,326599,0,0,2953849,sha256:881bcdfb971ad2efc1b76d54e6a03730465dfcea1c19179c594b93848e58bb2d,sha256:ea8d9a1a63d0da486d8cc4d5e8ad5b4d89e5909746e35e10f7d29ae5a2eaf5fe,
rocI-3-11,published,5132,3894,762,476,8165,sha256:c9a2ce44f07a899fc322e4d11a431fdec12119e054e9fc58dbe5259ac267b2f8,sha256:973305efdbe96a378d6efe16ec1603d569d575d16e62e4a19fac6a3d3b055613,
rocI-4-11,published,6839,5192,1016,631,10883,sha256:d0932711c150f9c561eb908132331c9cc61d548d70ae002b0f85a77d6e660008,sha256:09c48639a29cc8feeb5356154e6eba3cdce1b868f36d5c65d8dc28959c7ac297,
rocII-10-11,published,22968,22616,0,352,52692,sha256:afba45dba7e68e71698532e72bd6c56b1e2716d75232614c1ff80ce80ad88f04,sha256:e88f03a2ebc784169ed6ff0e60f3def14077b6531b090120d1349db9a5bdd743,
rocII-5-11,published,11523,11341,0,182,26897,sha256:6c3c41465f0aa538a24c043d2844344e32060fdc434ec75001cb83e7c702f672,sha256:2e0146e28ee1ac2d4b9a4ad7f78f79d01031c8ca2440417a97b830a996d00fc4,
rocII-8-11,published,18390,18106,0,284,42374,sha256:127c2c389be0f909d13e507987684cc9fbb204c22f256b057bc95c94c328672c,sha256:cfccaad775c5b4771fe5163a5c3f0e591eca5d606fc2e78cfc69efc498c12050,
rococoB10-011000,published,4456,4320,136,0,1667,sha256:8c9149eaf160fc7fc6e4bec3eb85cd68673cf4649267b4775a3eef501b4a4cd1,sha256:548a4397d5ab7b999639f2f2974cab7f87b0e356e5610fb5368d56968051450a,
rococoC10-001000,published,3117,2993,124,0,1293,sha256:cdeb6814a5ede8ee0dfc6e5f52f3eb2dfe97406d5bf16358b10ace8e42c99ee1,sha256:06482d9139ceb3b703dd9afa32483bbbfa34072b561b568c72e03a0711c95ddd,
rococoC11-010100,published,12321,12155,166,0,4010,sha256:ee393cf5cf9a9cf6da0606de9013da07b275c22d19c43c333739e82361edb101,sha256:23010de611310c60a52b2ba93c52e010f8988d46e7a11bf6572b52386731cc70,
rococoC11-011100,published,6491,6325,166,0,2367,sha256:432698af1cdca20256ca9fa55bbd8ebdb479d38b2acbcbc1457c725d9f4de1ad,sha256:7a52201c3202e9ad9ed03b4460e2a2996606cb755278fa3aeef06da021a149b7,
rococoC12-010001,published,16741,16554,187,0,4636,sha256:da8ee587f7641ccc01ac0ec92eb82e0335e195acb0b310f7a675f123a93ba019,sha256:939936a05452a95ad26bcbd749e02063317d071f4dceea3bb433d1e3c4911ad4,
roi2alpha3n4,published,6816,6642,0,174,1251,sha256:81c16a90b5a70fa8a476c0f98032ad9a24855d1993c3f2482b4f9682090f35ce,sha256:daca8f435b94ef5b20bdc7ae5595bc35a38d0dd85c41e284e2c6c320924746d8,
roi5alpha10n8,published,106150,105950,0,200,4665,sha256:77ed8d5fbcfb72732e2baffaf33ef4b8e0f4aa0b4fa05651804f4f19bf1a4acc,sha256:ee692ecd98690e263f5df4467556d843e3a80f804df1ce97fc7e37ed3b57074a,
roll3000,published,1166,246,492,428,2295,sha256:e8294e63174c0da015d2a5512dc112a0ad90667c4bdf81fb19cf528b93e2c06d,sha256:b06bb7284063f06e0d65fc328df2f3f056c136b590161ce321cda9fa3318637d,
rout,published,556,300,15,241,291,sha256:a79b171706740287c1c2fd3614d9dabcc7f9e9b49f8e2054f9090871e73d7115,sha256:3860bfab3f7153784a938e3d8dd1af672d29bcb17941c40a7a137bd4804e967c,
rpp22falsei,failed,,,,,,,,Invalid header line: INDICATORS
rvb-sub,published,33765,33763,0,2,225,sha256:e90334c1763cca4d87afac7b77d308094b52b11ce6e1a81e30e9b9af49951bde,sha256:976121a307b71975f5708c422266437202a730218a9faf6de52c66095824e70c,
rwth-timetable,published,923564,317079,0,606485,440134,sha256:f58e6943f2aab69597f945e16f2799a66442eba9a7651472fbcb33b1bf50ac6e,sha256:7b8bae40a33c603156b7ce6857e563d8ed8147222843345eab990734e7e0f790,
s100,published,364417,364417,0,0,14733,sha256:dae270c460e16d8b81cc8c3764ca361824cdf3caf91c0b9d8f1a5428ca0c080b,sha256:66c06c40bd124c550ce61ac23b619151db749b6e5b928c0bc5727061bf493fcb,
s1234,published,2945,2945,0,0,8418,sha256:6ac7f88e8032d4cb46abba13b921b41c64570b7578e4563308b09644f2fe43ea,sha256:a0a11ccb2958fb64e60200c7bb45b47977b8d71ab0ff536824a0e1ef253e73df,
s250r10,published,273142,273139,0,3,10962,sha256:23c2e32047b2ffb52af934ca79f94f52e842e6bff0af0d7797577c3f44e6dd0b,sha256:2f2745ae268f9c2c47e6985086c9bba51ba79522ce5d37447bd7fedda2d24b64,
s55,published,78141,78137,0,4,9892,sha256:6ea943e221e0bf31bf93596ca53f49a595e04f7eba4d0d708186429927c4d91d,sha256:fc5abf6019a1f174c093b754f06c664e651fbc79d7a46521b360e5645177473b,
s82,published,1690631,1690577,0,54,87878,sha256:7354c68e326274f5fafcb8b1899a07e63d6e42f19c114a698b425054baac1130,sha256:33b9654b46c5b0f716e31ac48e88da266610efe0b2a82619af32ec864e2cd087,
satellites2-25,published,35378,34324,0,1054,20916,sha256:54eedee5ab5637c9421de7abac0ca9aa96a473a880c2e55f1ccc2e01c05d6d88,sha256:a2ba088d3fa74e0c43f8665759ab4ad60876c8f0e20aee15f83f691970749e1d,
satellites2-40,published,35378,34324,0,1054,20916,sha256:5b6d43468b59411efe7b1849970df66049fe49e6cdb6845dc407774b4fd75890,sha256:aa566d1cc5a2473296c55aaf722b9aa0d061968ccde622683b6786eed38e7632,
satellites2-60-fs,published,35378,34324,0,1054,16516,sha256:62b982a8145229ad8c34f39cc6ec0081ce23b1b20c0eb30b8cbf2ae42a03a810,sha256:fb264f34ec96bbb3ea82f163036302293209bf0dc60e06d6c1ce454bf38ba684,
satellites3-25,published,81681,79961,0,1720,44804,sha256:231319f5394f09d01c8db7d358c014a8a8666336e6ca96b35836099526b88075,sha256:97357038e445ea202473f7c7a8b29a17a4a6593c3fa82fafe20cf7b12ae1d700,
satellites4-25,published,95637,93747,0,1890,51712,sha256:9e7a68bb808cf3a1cf0d764c1938e4c4eb5433461e249d0501384ac837fe91ab,sha256:356f31b6e8a63002c807b0c5d1811bef4446520a4d96edaefe3033e5648be087,
savsched1,published,328575,252731,0,75844,295989,sha256:f9a73eff117fde2b52cd125adf99a13776cced65fe0dfe2bbb88fb9b5f6d1c06,sha256:10a207e873f4ed22c93aafba4f91f5aa147c52b23a5ac32584b26341336be14d,
scpj4scip,published,99947,99947,0,0,1000,sha256:030c996c8503ff9d043109e6e96047e86b10e0232bcbc2e865cbc03953f56d8d,sha256:20a609fafb6a3428a6050bdbb7cbf9b6d34e518caa7e5f6b2943d3f6f4bd440f,
scpk4,published,100000,100000,0,0,2000,sha256:a0e783e80fa3b7c6794c848d8949d40d35420f8a303bbbb64843830bb8633c3d,sha256:5c843d9a1f95370f6a2168fbf46cec1ff324182596b0ffa6d39f2b3aa5ca42fc,
scpl4,published,200000,200000,0,0,2000,sha256:d3ae0360801af6fb4f4d2b18f2a28281d067bfa374db0a633f978056812f0c5e,sha256:3f43c68672075099b70cb7396b6aec86427114bcbf71ae920092dc564f0bafb4,
scpm1,published,500000,500000,0,0,5000,sha256:1eec561c3f1eed86db3e95175564a22a27e5b91a6c21f268a8a54bfbbe4b0b33,sha256:65f921a1876db627ce6079eb25e420aee5bc1e86e4803a6eb678f64b80e5ce88,
scpn2,published,1000000,1000000,0,0,5000,sha256:b7b285ea164ebcf2585a2a326ce5a3f16dd62243d6d6a9d5034314c7e7a49476,sha256:34dcda96ee8c012d4fa842dbc634abe23ec72dfac7131963056d93cf0041e0e9,
sct1,published,22886,10312,0,12574,12154,sha256:c01747f8309035170d62264d446707ebd8164892b52801213de63f508ca1e751,sha256:4592e71115af5ca2c56b40c83fc7a8a19522b83e4d209ac6b38186ed0d12aa01,
sct2,published,5885,2872,0,3013,2151,sha256:8b52545da59ae817a86ca6095f8db0910c60ef98ecfc985d4b13cd01c6ccb2f8,sha256:f5e0d4d30be5a779da3e2d3cbd8daf8fe50e61d52686c63bd6c4028aab51a41e,
sct31,published,8515,5520,0,2995,3932,sha256:2505abc831d647f6552cc9e9df0a0438032c41feb23c5fbc2f1d33b0038370b9,sha256:c9e6901a7432687e6ced3cb3f89544e076bc54672195090fe7ceebefe925fe24,
sct32,published,9767,7728,0,2039,5440,sha256:a888c2ecfce8f46aef0b0b8d44c7fc6b24fa782c3f0d0c5ab450f5652c9ff72a,sha256:d4d1aa35475712c460587ea13abea4efc246ed610bf4089f55fc988434c76f62,
sct5,published,37265,23004,0,14261,13304,sha256:17208721d51bef2d6e33b44576243e63c1e9f8122a8a999536119d499b1a9d08,sha256:a8a7128a887075f823c1d2a8a29ce585fc9a03ccdf9e80a48ab130ccf0321597,
seqsolve1,published,207665,123834,82835,996,242243,sha256:b76b8c7c46df442981f94c5d004882a717a28643c17a4d8558e391a3435bca1a,sha256:5645cc25b002c4e8c3d05d018664bc1df268ef86c04581040e468fe05a0a1ecd,
seqsolve2short4288,published,207665,123834,82835,996,242244,sha256:8e1df34e65fcfddb6693b2c69ca7691f09bc88f0356d36382a89a41c3e315349,sha256:6133baec3cde45cd630dcad3cd2a0c8a28beed4255b94c5f264dc5212df09f52,
seqsolve3short4288excess384,published,207665,123834,82835,996,242245,sha256:f2bedfb4a38ab64ab0d3cc0e3165c8f1dce26a05c6277ab305684b18d036ac5b,sha256:278da19ff930835c77a00ab0649a791bdf0e65dd670ff2abb923af2cee4b40d4,
set3-09,published,4019,1424,0,2595,3747,sha256:eca05e78ee0285ccf7361acbd0fbf033ec763f889c52defb833090c519a402c8,sha256:fb1908333dcb7c980b179760ec38eaf4eb848a0d5a679e9b3d3232e262437da0,
set3-10,published,4019,1424,0,2595,3747,sha256:8d97f57a5f0b02387d9adbbc65d7e3f2e8efcf241c34bc3655140e40cfcef8db,sha256:32141fecda62db3244b6ac5a6fae9352dc79d03dbc82878dcb6a01cd13bdc797,
set3-15,published,4019,1424,0,2595,3747,sha256:c329b7929e5936dcd5649162ff3118b08dafdc53658baec81cd861007dd76e12,sha256:1a7fbadce19727d75777a8edee62f9e777a3b7f5872d04eff05ca6d00eb1de74,
set3-16,published,4019,1424,0,2595,3747,sha256:67ab005270fd5d96a237417526d3ddcc9f508d47fb585f8beeef177d08b23591,sha256:885eedef9d3865ef053b52570be6717bfacb322d391234ad1f0bb6c12b4c1d93,
set3-20,published,4019,1424,0,2595,3747,sha256:f2231b553cce2d950ca0f8b344d2f34c600c80efca5707acac1f597aae0cbaa7,sha256:40a854381744339087aea84941f157b94b2e0545bcfbbe051cb8521d69170e6b,
seymour,published,1372,1372,0,0,4944,sha256:c8b442b2dc96dc09edc9809165e0fa5586b655c86bfcc9f2e2bd93452440d7a3,sha256:4774df24447dcf0ec2d3390f6a36034ed422300d1203c83d5f4af71ea3ccb38b,
seymour1,published,1372,451,0,921,4944,sha256:b90ac9b63629b3b9f1429579c35387ef628080e58641ad47bc9b72b7737f00bd,sha256:6023afa3af78de90e3a048c26042f365f9e4e984752320ee8dfb7227e11c7418,
shiftreg1-4,published,10008,3912,0,6096,8136,sha256:0c341715b6d14ea263ff357ed1df1a72325c2f22fa4039c74f41edffb99af963,sha256:a503413786198c443e3c35fc88348a5073881c411f955e61f8756df032ff6ffc,
shiftreg2-7,published,11404,4152,0,7252,8540,sha256:9625fa7cb7ba41285987b55132a972a68ee7ecfe8f98e1c2d581b850766d0453,sha256:2b01e6de02ee903cfb0da1374621348cef72da6cee51a6de576f3bf59bb37def,
shiftreg5-1,published,48736,10608,0,38128,31424,sha256:8efff172a2b3ac41cda6b37c603535913c9d042037f8c2c660e3802c339fec26,sha256:1f59cd29310dd9e75452fde82884a50b6dbb5024c5a7c6bcc566508ec80f3404,
shipsched,published,13594,10549,0,3045,45554,sha256:00458cadffa88d9f3291c8a727cded35c077883597006dbb4526a71667efb95e,sha256:16f1dccd452f6bffbf9e928ea9468fef23f352cb94837b6da8b3534a7a2a721a,
shipschedule3shipsi,failed,,,,,,,,Invalid header line: INDICATORS
shipschedule6shipsmixi,failed,,,,,,,,Invalid header line: INDICATORS
shipschedule8shipsmixuci,failed,,,,,,,,Invalid header line: INDICATORS
shs1014,published,444474,1296,440754,2424,134322,sha256:88188226ed630e249d050becf0d7117b062ef8f1f0f25fa10c49954c67ded80c,sha256:5deada4e3334b585c2b70c25b4af2b09eb9ba68b14b839502e13fc5f6bab357e,
shs1023,published,444625,1296,440899,2430,133944,sha256:eb85e133a0569d7b3841f8528e03bb9da83ef80b0c4cba25c03c5a1785fb496f,sha256:75f6c42f23f363dffa261f6ba7f4848c8ca5b5ce7b0c602b00b610c2270811e7,
shs1042,published,467589,864,464295,2430,133377,sha256:7515004546a99b624345fa333d4a09b069acc6b05a421a288bdc0a3f5df7e9f9,sha256:e557d7fe520e869d54a506a4158f83dd5fb30ac715391190ee6531cc91590f57,
